timestamp,open,high,low,close,volume,MACD,MACD_signal_line,BB_lower,BB_upper,OBV,RSI,Fib_Max,Fib_Min,Fib_382
2024-08-11 08:00:00+02:00,61114.29,61163.9,61013.49,61120.01,214.18786,138.9310979893853,140.85470938103384,60485.08135898714,61310.12164101287,504989.1677020004,60.14287218730132,61120.01,60431.56,60857.0221
2024-08-11 09:00:00+02:00,61120.01,61271.43,61092.85,61257.0,418.10258,149.10203911077406,142.50417532698188,60473.082020512025,61355.73297948796,505407.2702820004,67.19753019496964,61257.0,60431.56,60941.68192
2024-08-11 10:00:00+02:00,61257.0,61426.97,61158.0,61260.42,456.03453,155.64437715047825,145.13221569168115,60484.690865367826,61397.885134632175,505863.3048120004,67.36576946407077,61260.42,60431.56,60943.79548
2024-08-11 11:00:00+02:00,61260.43,61858.0,61001.01,61110.0,1468.80283,146.9970992368544,145.50519240071583,60578.213329975755,61372.20667002424,504394.5019820004,53.330448913608585,61260.42,60515.89,60976.00954
2024-08-11 12:00:00+02:00,61110.0,61263.14,60946.11,61037.63,453.80554,132.77388036735647,142.95892999404396,60642.93262851117,61352.71237148882,503940.69644200045,47.74669632945062,61260.42,60515.89,60976.00954
2024-08-11 13:00:00+02:00,61037.64,61063.02,60425.0,60669.15,1157.15861,90.72282421184354,132.51170883760386,60687.89256848331,61323.07843151668,502783.53783200047,29.43789748312887,61260.42,60669.15,61034.55486
2024-08-11 14:00:00+02:00,60669.14,60700.0,60228.21,60492.09,749.0849,42.61851726138411,114.53307052235992,60634.39617871253,61358.52482128747,502034.45293200045,24.22939944953866,61260.42,60492.09,60966.91794
2024-08-11 15:00:00+02:00,60492.1,60640.94,60167.22,60457.54,848.62677,1.6881512202962767,91.96408666194719,60559.33405585317,61402.56094414682,501185.8261620005,23.29124820101581,61260.42,60457.54,60953.71984
2024-08-11 16:00:00+02:00,60457.54,60761.09,60200.0,60350.0,1217.30715,-38.97772703093506,65.77572392337073,60447.20707688177,61454.34992311823,499968.51901200047,20.420092839145003,61260.42,60350.0,60912.639559999996
2024-08-11 17:00:00+02:00,60350.0,60431.58,59941.0,60127.29,1191.69278,-88.16030711914937,34.98851771486672,60289.52050334852,61523.1204966515,498776.8262320005,15.733927977884793,61260.42,60127.29,60827.56434
2024-08-11 18:00:00+02:00,60127.29,60288.01,59986.0,60182.2,520.32464,-121.30870682223758,3.72907280744586,60175.054788290705,61557.18721170931,499297.1508720005,20.951990797355304,61260.42,60127.29,60827.56434
2024-08-11 19:00:00+02:00,60182.2,60350.0,60015.38,60265.07,578.88609,-139.28652759447868,-24.874047272939052,60094.52092676724,61556.629073232754,499876.0369620005,28.723342486869512,61260.42,60127.29,60827.56434
2024-08-11 20:00:00+02:00,60265.07,60345.88,60117.06,60263.11,309.49821,-151.94075722977868,-50.28738926430698,60023.40609999001,61561.02790001,499566.5387520005,28.645633797509362,61260.42,60127.29,60827.56434
2024-08-11 21:00:00+02:00,60263.11,60274.94,59542.57,59621.11,1189.87128,-211.337196320339,-82.49735067551339,59807.880761515225,61646.31323848479,498376.66747200047,14.084391271075585,61260.42,59621.11,60634.20358
2024-08-11 22:00:00+02:00,59621.11,59674.38,58286.73,58504.92,3007.44807,-344.5052645956239,-134.8989334595355,59279.106413981186,61916.064586018816,495369.2194020005,6.934454578689119,61260.42,58504.92,60207.818999999996
2024-08-11 23:00:00+02:00,58504.91,59087.0,58317.0,59009.8,1293.05151,-404.63790766491,-188.8467283006104,59027.73230768409,61957.20869231593,496662.2709120005,26.598250407950513,61260.42,58504.92,60207.818999999996
2024-08-12 00:00:00+02:00,59009.79,59349.04,58525.08,58996.0,1493.92484,-448.23997379992943,-240.72537740047423,58811.37309302013,61970.489906979885,495168.3460720005,26.420236945958877,61260.42,58504.92,60207.818999999996
2024-08-12 01:00:00+02:00,58996.01,59021.66,58700.01,58712.59,643.19309,-499.90119400486583,-292.56054072135254,58567.6879494661,61976.9330505339,494525.1529820005,22.769097165849704,61260.42,58504.92,60207.818999999996
2024-08-12 02:00:00+02:00,58712.59,59088.33,58100.06,58450.0,1616.54316,-555.6269797038331,-345.1738285178487,58297.37038268492,62002.651617315074,492908.6098220005,19.809841101258723,61260.42,58450.0,60186.83956
2024-08-12 03:00:00+02:00,58450.01,58798.69,58278.46,58584.01,1026.68937,-582.2645955112384,-392.5919819165266,58107.05260566619,61939.9413943338,493935.2991920005,25.569459646706697,61260.42,58450.0,60186.83956
2024-08-12 04:00:00+02:00,58584.02,58760.45,58310.0,58717.25,814.94993,-585.8701965511063,-431.2476248434426,57975.714153674475,61831.00384632552,494750.2491220005,31.293645909810973,61260.42,58450.0,60186.83956
2024-08-12 05:00:00+02:00,58717.24,58818.78,58443.76,58509.5,637.80901,-598.5911637868849,-464.7163326321311,57852.23718235007,61679.73081764992,494112.44011200045,27.452989725815527,61260.42,58450.0,60186.83956
2024-08-12 06:00:00+02:00,58509.5,58680.0,58363.08,58523.83,506.0435,-600.5930479313101,-491.89167569196695,57771.88253442574,61486.426465574266,494618.4836120005,28.162489866016013,61110.0,58450.0,60093.88
2024-08-12 07:00:00+02:00,58523.83,58693.02,58400.0,58571.57,563.38187,-591.5087913728785,-511.8150988281493,57721.74452730131,61282.72147269871,495181.86548200046,30.793151862151554,61037.63,58450.0,60049.15534
2024-08-12 08:00:00+02:00,58571.57,58638.0,58124.15,58403.76,885.13655,-591.0372081277019,-527.6595206880598,57676.253135046354,61064.825864953644,494296.72893200046,26.7725929765885,60669.15,58403.76,59803.77102
2024-08-12 09:00:00+02:00,58403.76,58984.85,57642.21,58674.61,2546.67432,-562.325999509645,-534.592816452377,57661.33739425784,60880.28760574216,496843.40325200045,41.22346501482429,60492.09,58403.76,59694.34794
2024-08-12 10:00:00+02:00,58674.62,59025.66,58240.51,58317.43,1398.97397,-561.9161807973869,-540.057489321379,57604.32388800317,60719.83511199684,495444.42928200046,31.622384750089626,60457.54,58317.43,59640.017980000004
2024-08-12 11:00:00+02:00,58317.43,58636.36,58163.01,58296.67,1062.50945,-556.8475629368186,-543.4155040444668,57572.80269823267,60535.26930176733,494381.91983200045,31.130739274269843,60350.0,58296.67,59565.62794
2024-08-12 12:00:00+02:00,58296.68,58994.98,58125.75,58969.6,1221.94893,-492.849556773268,-533.3023145902271,57628.358931163326,60341.67306883665,495603.86876200046,56.6303176814185,60265.07,58296.67,59513.1412
2024-08-12 13:00:00+02:00,58969.6,59990.0,58881.01,59851.7,2920.53333,-366.725198020933,-499.9868912763683,57656.31096716574,60286.16203283426,498524.40209200047,72.30972332250636,60265.07,58296.67,59513.1412
2024-08-12 14:00:00+02:00,59851.71,59942.69,59518.26,59728.23,1246.54844,-273.58007138568064,-454.7055272982308,57704.23515043626,60192.84084956374,497277.8536520005,68.27866754165146,60265.07,58296.67,59513.1412
2024-08-12 15:00:00+02:00,59728.24,59876.9,58000.0,58157.55,2828.61707,-322.78180896335107,-428.32078363125487,57710.751174481135,59975.57282551889,494449.2365820005,37.36462535051143,60263.11,58157.55,59458.78608
2024-08-12 16:00:00+02:00,58157.55,60711.09,57800.0,60299.98,5156.24546,-186.74565682090906,-380.0057582691857,57703.27262569562,59986.73837430439,499605.4820420005,63.594754854792605,60299.98,58157.55,59481.57174
2024-08-12 17:00:00+02:00,60299.99,60510.2,59230.0,60207.37,2847.64813,-85.4241626144867,-321.0894391382459,57628.98452247454,60119.65247752545,496757.8339120005,62.279458501570545,60299.98,58157.55,59481.57174
2024-08-12 18:00:00+02:00,60207.38,60420.34,59555.56,59608.06,1522.45273,-52.87593595573708,-267.4467385017441,57657.04797578204,60201.90302421796,495235.3811820005,53.8679615867979,60299.98,58157.55,59481.57174
2024-08-12 19:00:00+02:00,59608.07,59919.69,59255.83,59296.11,1335.6951,-51.65751408969663,-224.28889361933463,57661.665484894525,60225.916515105455,493899.6860820005,49.78472251678688,60299.98,58157.55,59481.57174
2024-08-12 20:00:00+02:00,59296.12,59490.0,58440.54,58526.78,1497.27827,-111.48527457538876,-201.72816981054547,57625.77268520531,60214.88731479468,492402.4078120005,40.870917644719256,60299.98,58157.55,59481.57174
